conceptId,term,RecordDate,code_list,cond_code,cond_description,cond_short,cond_abbreviation,icd10
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N181
15188001,Deafness,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,H948A
15188001,Deafness,20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,A521
193185007,Asymptomatic diabetic neuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
190426001,Diabetes mellitus NOS with unspecified complication,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E108
194777004,Malignant hypertensive heart and renal disease,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I139
171152003,Ca cervix screening - not wanted,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,#NEW
195963002,Acute vesicular emphysema,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J439
363406005,Malignant tumour of colon,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C189
230572002,Diabetic neuropathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249D
190329007,Diabetes mellitus with hyperosmolar coma,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E870
191580002,Affective psychoses (& [bipolar] or [depressive] or [manic]),20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,""
194821006,coronary_heart_disease_not_otherwise_specified,"",cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I240
231437006,Reactive psychoses,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F333
187881004,"Malignant neoplasm of thymus, heart and mediastinum",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C37X
73097000,Alcohol amnestic disorder,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,E512
7200002,Alcoholism,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F104
96531000119109,Deformity of hand due to rheumatoid arthritis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M219
160466006,FH: Boyfriend,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
110005000,Acute myelomonocytic leukaemia (clinical),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9871/3
281350007,Arthritis secondary to hematological malignancy,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C925D
1092881000119105,Rectal hemorrhage due to ulcerative colitis (disorder),20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K514
128060009,Venous varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,I863D
128060009,Venous varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K715D
128060009,Venous varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,I832
89549007,Catarrhal bronchitis,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J205
397682005,Suspected gynecological cancer (context-dependent category),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,#NEW
402713007,Cutaneous complication of systemic sclerosis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M341
216463005,Accidental poisoning by heroin,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,X427
216463005,Accidental poisoning by heroin,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,X425
724672003,Perceptual disturbances and seizures co-occurrent and due to hypnotic withdrawal (disorder),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F133
93192003,Malignant lymphoma of intrapelvic lymph nodes,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C883
710575003,Transient ischemic attack due to embolism,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I668
402433007,Nailfold/finger-pulp infarcts in rheumatoid disease (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M063
413838009,Chronic ischemic heart disease (disorder),20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I252
1085851000119105,Abscess of intestine co-occurrent and due to Crohn's disease of small intestine (disorder),20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K500
386808001,Phobia (finding),20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F401
402432002,Rheumatoid neutrophilic dermatitis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M088
363429002,Malignant tumour of larynx,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C321
1085241000119109,Complication due to chronic ulcerative rectosigmoiditis (disorder),20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K513
85919009,Disease of intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K611
399868002,Diabetic intraretinal microvascular anomalies (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E133D
40275004,Contact dermatitis,20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L247
191610000,"Recurrent major depressive episodes, mild",20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F330
201767000,Rheumatoid arthritis of sternoclavicular joint,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M058
371068009,Myocardial infarction with complication (disorder),20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,#PT
439248002,Epilepsy assessment (regime/therapy),20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,#NIS
230267005,Familial Alzheimer's disease of late onset,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,G301
3723001,Arthritis,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M090
137941000119106,Hyperlipidemia due to type 1 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E781
57684003,Parenchymal renal hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I131
109855006,Mesothelioma of pelvic peritoneum,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9050/3
312979000,"Acquired blindness, one eye",20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,S058
443694000,Type II diabetes mellitus uncontrolled (finding),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E110
762350007,Dementia due to prion disease,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,A819D
275903009,H/O: carcinoma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z857
57873008,Hypertensive renal disease complicating AND/OR reason for care during puerperium,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O102
31992008,Secondary hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I150
275252001,LIMA sequential anastomosis,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,#NIS
160875000,Partner unemployed,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
387922007,Neoplasm of endocrine gland (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D447
134169005,[M]Osteoma NOS,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9191/0
269475001,Malignant neoplasm of lymphatic and haemopoietic tissue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C914
266967000,Relative - physical handicap,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
698810000,Hypertensive renal disease with end stage renal failure,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N185
11387009,Psychoactive substance-induced organic mental disorder,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F124
188323009,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C471
297250002,No family history of stroke,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,#NIS
74732009,Mental disorder,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F09X
191554003,Acute exacerbation of subchronic paranoid schizophrenia,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F200
187846001,Malignant neoplasm of thyroid cartilage,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C323
363466008,Malignant tumor of choroid,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C693
429457004,Systolic essential hypertension (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I132
59997006,Endocrine hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I152
21858001,Diabetes with renal manifestations,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E112D
308068007,coronary_heart_disease_not_otherwise_specified,"",cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,#NC
237621004,Diabetic severe hyperglycemia,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249
3738000,Viral hepatitis,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,B172
89555002,Cardiac edema,20201104,cam_cprdcam_hef158_mc_v1_1_oct2018_snomedct,hef158,Heart failure,Heart failure,HF,I500
163591007,O/E - petit mal fit,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,G403
363402007,Malignant tumour of oesophagus,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C150
449765005,Endosteal osteoma (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D167
429740004,Family history of malignant neoplasm of breast (situation),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,#NEW
13645005,Chronic obstructive lung disease,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J448
10639003,Plasmacytoma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C903
201773004,Rheumatoid arthritis of proximal interphalangeal joint of finger,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M053
1092861000119101,Fistula of intestine due to ulcerative colitis,20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K632
93558006,Hypertrophic cardiomyopathy secondary to hyperthyroidism,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E059
140711000119106,History of hemorrhagic stroke with hemiplegia,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,Z867
472787007,Left ventricular outflow tract obstruction due to neoplasm,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Q248
235871004,Hepatitis B carrier,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,Z225
363367000,Malignant tumor of vulva,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C512
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,T569D
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,F066D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T473D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T391D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T370D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T373D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T361D
172892001,Operation on sphenoid sinus,20201104,cam_cprdcam_sin149_mc_v1_1_oct2018_snomedct,sin149,Chronic sinusitis,Chronic sinusitis,SIN,#NIS
84114007,Heart failure,20201104,cam_cprdcam_hef158_mc_v1_1_oct2018_snomedct,hef158,Heart failure,Heart failure,HF,T818
190387006,Type 2 diabetes mellitus with neurological complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E124D
140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N083A
118613001,Leukemic reticuloendotheliosis (clinical) [obs],20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9940/3
307573009,Chondroma of bone,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D160
191829009,Cocaine type drug dependence,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
428322007,Malignant neoplasm of uterine adnexa (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M8000/3
396230008,Dermatomyositis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,D489D
394964001,No smokers in the household (context-dependent category),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NEW
191850000,"Hallucinogen dependence, episodic",20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
228386005,Injects drugs subcutaneously,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
196666001,Chronic duodenal ulcer with obstruction,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,K264
